timestamp,% cpu,% memory
2023-12-04T19:18:42.765574,9.4,0.09325559554565979
2023-12-04T19:18:44.775441,0.0,0.09240389149578306
2023-12-04T19:18:46.785333,0.0,0.09241588732747145
2023-12-04T19:18:48.795344,0.0,0.09236790400071783
2023-12-04T19:18:50.806571,0.0,0.09236790400071783
2023-12-04T19:18:52.815340,0.0,0.09239189566409464
2023-12-04T19:18:54.826532,0.0,0.09239189566409464
2023-12-04T19:18:56.836509,0.0,0.09239189566409464
2023-12-04T19:18:58.846298,0.0,0.09239189566409464
2023-12-04T19:19:00.856597,0.0,0.09239189566409464
2023-12-04T19:19:02.866568,0.0,0.09239189566409464
2023-12-04T19:19:04.876573,0.0,0.09239189566409464
2023-12-04T19:19:06.886632,0.0,0.09239189566409464
2023-12-04T19:19:08.897169,0.0,0.09239189566409464
2023-12-04T19:19:10.906803,0.0,0.09239189566409464
2023-12-04T19:19:12.919846,0.0,0.09237989983240624
2023-12-04T19:19:14.929177,0.0,0.09237989983240624
2023-12-04T19:19:16.939826,0.0,0.09237989983240624
2023-12-04T19:19:18.952662,0.0,0.09237989983240624
2023-12-04T19:19:20.961724,0.0,0.09237989983240624
2023-12-04T19:19:22.972740,0.0,0.09237989983240624
2023-12-04T19:19:24.982708,0.0,0.09237989983240624
2023-12-04T19:19:26.993009,0.0,0.09237989983240624
2023-12-04T19:19:29.002977,0.0,0.09237989983240624
2023-12-04T19:19:31.014148,0.0,0.09237989983240624
2023-12-04T19:19:33.031749,0.0,0.09237989983240624
2023-12-04T19:19:35.043068,0.0,0.09237989983240624
2023-12-04T19:19:37.054091,0.0,0.09237989983240624
2023-12-04T19:19:39.063701,0.0,0.09237989983240624
2023-12-04T19:19:41.074322,0.0,0.09237989983240624
2023-12-04T19:19:43.084335,0.0,0.09223594985214538
2023-12-04T19:19:45.095037,0.0,0.09223594985214538
2023-12-04T19:19:47.105163,0.0,0.09223594985214538
2023-12-04T19:19:49.115557,0.0,0.09223594985214538
2023-12-04T19:19:51.125375,0.0,0.09223594985214538
2023-12-04T19:19:53.136051,0.0,0.09223594985214538
2023-12-04T19:19:55.146380,0.0,0.09223594985214538
2023-12-04T19:19:57.157383,0.0,0.09223594985214538
